backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,542.544099999759,3,551.3863000001038,0.9839636929674476,-8.842200000344747
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,188.71509999962652,3,77.76069999954416,2.4268698712940187,110.95440000008236
hf_cpu_fp32,models/gpt2-100m,micro,e2e_kv,1,432.41910000051575,3,406.368499999644,1.0641058546636726,26.050600000871782
hf_cpu_fp32,models/gpt2-25m,micro,e2e_kv,1,141.7980999995052,3,147.57989999998244,0.960822578139178,-5.781800000477233
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,980.0575000003846,3,249.4577000002209,3.9287522493774163,730.5998000001637
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,156.4565999997285,3,153.5890999998628,1.0186699446762058,2.867499999865686
hf_cpu_fp32,models/gpt2-100m,medium,kv_decode,1,464.5307999999204,3,451.7550000000483,1.028280373210857,12.775799999872106
hf_cpu_fp32,models/gpt2-25m,medium,kv_decode,1,72.03189999972892,3,65.46919999982492,1.1002410293683373,6.562699999903998
hf_cpu_fp32,models/gpt2-100m,micro,kv_decode,1,373.5147000002144,3,362.7392999997028,1.0297056315665838,10.775400000511638
hf_cpu_fp32,models/gpt2-25m,micro,kv_decode,1,126.01969999968787,3,129.6319000002768,0.9721349451749052,-3.6122000005889277
hf_cpu_fp32,models/gpt2-100m,short,kv_decode,1,209.3779000001632,3,209.82510000021648,0.9978687011227312,-0.44720000005327165
hf_cpu_fp32,models/gpt2-25m,short,kv_decode,1,132.3563999999351,3,129.78130000010424,1.0198418416199313,2.5750999998308544
hf_cpu_fp32,models/gpt2-100m,medium,prefill,1,78.01329999983864,3,93.97570000010091,0.8301433242822864,-15.962400000262278
hf_cpu_fp32,models/gpt2-25m,medium,prefill,1,116.68319999989762,3,12.291499999719235,9.492999227316677,104.39170000017839
hf_cpu_fp32,models/gpt2-100m,micro,prefill,1,58.90440000030139,3,50.09509999990769,1.1758515303973829,8.809300000393705
hf_cpu_fp32,models/gpt2-25m,micro,prefill,1,15.77839999981734,3,16.000999999960186,0.9860883694679458,-0.22260000014284564
hf_cpu_fp32,models/gpt2-100m,short,prefill,1,770.6796000002214,3,39.63260000000446,19.4455978159428,731.0470000002169
hf_cpu_fp32,models/gpt2-25m,short,prefill,1,24.100199999793404,3,23.195599999780825,1.0389987756307717,0.9046000000125787
hf_gpu_fp16,models/gpt2-100m,medium,e2e_kv,1,161.9024999999965,3,93.2252000002336,1.7366817126655756,68.67729999976291
hf_gpu_fp16,models/gpt2-25m,medium,e2e_kv,1,783.5573000002114,3,16.299999999773718,48.07100000068031,767.2573000004377
hf_gpu_fp16,models/gpt2-100m,micro,e2e_kv,1,45.14340000014272,3,38.06949999989229,1.1858154165479045,7.073900000250433
hf_gpu_fp16,models/gpt2-25m,micro,e2e_kv,1,40.10420000031445,3,32.59479999996984,1.2303864420199406,7.509400000344613
hf_gpu_fp16,models/gpt2-100m,short,e2e_kv,1,162.03479999967385,3,91.03480000021592,1.779921524508095,70.99999999945793
hf_gpu_fp16,models/gpt2-25m,short,e2e_kv,1,17.30390000011539,3,16.189699999813456,1.0688215346988994,1.1142000003019348
hf_gpu_fp16,models/gpt2-100m,medium,kv_decode,1,98.37999999990645,3,79.94920000010097,1.2305313874282944,18.430799999805473
hf_gpu_fp16,models/gpt2-25m,medium,kv_decode,1,155.49300000020594,3,13.76269999991564,11.298146439373019,141.7303000002903
hf_gpu_fp16,models/gpt2-100m,micro,kv_decode,1,38.50220000003901,3,32.81319999996413,1.1733753489474086,5.689000000074884
hf_gpu_fp16,models/gpt2-25m,micro,kv_decode,1,30.24520000008124,3,27.35059999986333,1.105833144436772,2.8946000002179098
hf_gpu_fp16,models/gpt2-100m,short,kv_decode,1,74.6819000000869,3,79.37760000004346,0.9408435125280433,-4.69569999995656
hf_gpu_fp16,models/gpt2-25m,short,kv_decode,1,13.80250000011074,3,13.618699999824456,1.013496148699116,0.18380000028628452
hf_gpu_fp16,models/gpt2-100m,medium,prefill,1,63.52250000009008,3,12.441000000308122,5.105899847159942,51.08149999978196
hf_gpu_fp16,models/gpt2-25m,medium,prefill,1,628.0643000000055,3,2.598799999759649,241.67473451519635,625.4655000002458
hf_gpu_fp16,models/gpt2-100m,micro,prefill,1,6.641200000103709,3,5.175600000256964,1.2831748975527433,1.4655999998467442
hf_gpu_fp16,models/gpt2-25m,micro,prefill,1,9.859000000233207,3,5.214600000272185,1.890653166056572,4.644399999961022
hf_gpu_fp16,models/gpt2-100m,short,prefill,1,87.35289999958695,3,11.399600000004284,7.662803957994502,75.95329999958267
hf_gpu_fp16,models/gpt2-25m,short,prefill,1,3.501400000004651,3,2.472099999977217,1.4163666518494074,1.0293000000274337
ollama,gemma3:270m,medium,e2e_kv,1,24.258,3,17.0668,1.4213560831556002,7.1911999999999985
ollama,gpt-oss-20b:latest,medium,e2e_kv,1,1219.108,3,357.1083,3.4138327224542246,861.9997
ollama,qwen2.5:7b,medium,e2e_kv,1,107.9113,3,91.0389,1.1853317647730806,16.8724
ollama,gemma3:270m,micro,e2e_kv,1,26.3801,3,13.5291,1.9498784102416273,12.850999999999999
ollama,gpt-oss-20b:latest,micro,e2e_kv,1,1356.4449,3,368.3358,3.682631175139641,988.1090999999999
ollama,qwen2.5:7b,micro,e2e_kv,1,15210.1699,3,91.3542,166.49666791455675,15118.815700000001
ollama,gemma3:270m,short,e2e_kv,1,25.4821,3,16.4814,1.5461125875229045,9.000699999999998
ollama,gpt-oss-20b:latest,short,e2e_kv,1,1108.8633,3,363.8879,3.047266204784495,744.9754
ollama,qwen2.5:7b,short,e2e_kv,1,108.6426,3,91.8794,1.1824478610003983,16.763199999999998
ollama,gemma3:270m,medium,kv_decode,1,16.9606,3,14.0611,1.206207195738598,2.8994999999999997
ollama,gpt-oss-20b:latest,medium,kv_decode,1,300.7606,3,300.0827,1.0022590439235586,0.6779000000000224
ollama,qwen2.5:7b,medium,kv_decode,1,84.1841,3,79.2889,1.0617387805859333,4.895200000000003
ollama,gemma3:270m,micro,kv_decode,1,18.4855,3,10.9952,1.681233629220023,7.490299999999998
ollama,gpt-oss-20b:latest,micro,kv_decode,1,345.0316,3,313.2209,1.101559953374759,31.810700000000054
ollama,qwen2.5:7b,micro,kv_decode,1,83.5114,3,79.7155,1.0476180918391027,3.795899999999989
ollama,gemma3:270m,short,kv_decode,1,16.4653,3,13.6569,1.2056396400354399,2.808399999999999
ollama,gpt-oss-20b:latest,short,kv_decode,1,289.6124,3,307.0102,0.9433315244900657,-17.397800000000018
ollama,qwen2.5:7b,short,kv_decode,1,85.9771,3,80.1686,1.0724535541346611,5.808499999999995
ollama,gemma3:270m,medium,prefill,1,7.2974,3,3.0057,2.4278537445520176,4.2917
ollama,gpt-oss-20b:latest,medium,prefill,1,918.3474,3,57.0256,16.104125164838248,861.3217999999999
ollama,qwen2.5:7b,medium,prefill,1,23.7272,3,11.6414,2.038174102771144,12.085799999999999
ollama,gemma3:270m,micro,prefill,1,7.8946,3,2.5339,3.1155925648210268,5.3607
ollama,gpt-oss-20b:latest,micro,prefill,1,1011.4133,3,55.1086,18.353093709511764,956.3047
ollama,qwen2.5:7b,micro,prefill,1,15126.6585,3,11.3454,1333.2856047384844,15115.3131
ollama,gemma3:270m,short,prefill,1,9.0168,3,2.5436,3.5448969963830788,6.4732
ollama,gpt-oss-20b:latest,short,prefill,1,819.2509,3,56.8777,14.40372764721499,762.3732
ollama,qwen2.5:7b,short,prefill,1,22.6655,3,11.7108,1.9354356662226322,10.9547
