backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,e2e_kv,2,166.57032816090629,166.6133500000342,123.76470861109053,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,e2e_kv,2,138.72162414318913,138.79155000017818,148.6107753958306,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,e2e_kv,2,220.61555115571204,225.134799999978,93.44548931429463,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,e2e_kv,2,301.7051390714488,302.34604999986914,68.33005295016275,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,e2e_kv,2,371.23873298435376,371.451499999921,55.53172742068688,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,e2e_kv,2,480.93608732250783,480.9664000001703,42.86542156331028,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,kv_decode,2,135.95233175395384,135.95330000021022,58.84415439433858,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,kv_decode,2,117.89957148354651,117.99840000003314,67.85436027743698,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,kv_decode,2,178.61773069467418,183.4433500000614,44.78838673454569,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,kv_decode,2,248.93169116785037,250.24870000015653,32.13733037552755,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,kv_decode,2,323.5515587562631,323.68109999993067,24.72558015406298,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,kv_decode,2,413.08548180288307,413.50995000016155,19.366451624212385,,,96.088,96.08832
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,prefill,2,32.550851371068546,32.57899999971414,379.9997958838929,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,prefill,2,21.7419898317153,21.748500000057902,568.9137458251271,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,prefill,2,40.306560389959536,40.49559999998564,306.88098307525655,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,prefill,2,50.932344575118655,51.171850000173436,242.85779459081894,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,prefill,2,53.48160929905261,54.42024999979367,231.2816880226544,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,prefill,2,65.82626144019619,67.21169999991616,187.90854297704018,,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,e2e_kv,2,136.27174310598087,137.1491499999138,151.2824864363499,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,e2e_kv,2,28.975996911741362,31.03249999981017,711.4691581063322,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,e2e_kv,2,35.71930206769382,36.105800000086674,577.1537217893722,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,e2e_kv,2,39.28883091033493,39.45584999974017,524.7172707973195,473.130615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,e2e_kv,2,44.26687873618385,52.66750000009779,465.7100007197284,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,e2e_kv,2,40.45582474125752,40.52480000018477,509.5812101208814,307.668701171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,kv_decode,2,121.60413080592393,122.29855000009593,65.78723886253279,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,kv_decode,2,25.087269799792455,27.027750000115702,318.8868323992029,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,kv_decode,2,30.91464807164883,31.24759999991511,258.77700375106747,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,kv_decode,2,34.597578205900646,34.75914999989982,231.2300575603755,473.130615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,kv_decode,2,38.2132479427462,45.997399999805566,209.351479674959,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,kv_decode,2,33.376499738159744,33.4274000001642,239.6896038458315,307.668701171875,,96.088,96.08832
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,prefill,2,15.863715996888937,15.993199999684293,779.7237973296262,579.081787109375,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,prefill,2,3.8642486072673004,4.040149999809728,3200.9630160933807,630.575927734375,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,prefill,2,4.830628145444236,4.888449999953082,2560.602162788804,519.589111328125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,prefill,2,4.504382896804474,4.50530000011895,2746.062481861409,473.130615234375,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,prefill,2,5.627714121250082,6.127200000037192,2197.9291432282994,594.143798828125,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,prefill,2,5.9231513637493824,5.980799999861119,2088.2999804048795,307.668701171875,,96.088,96.08832
ollama,ollama,gemma3:270m,ollama,268.1,e2e_kv,2,15.46360525071692,15.4804,1857.4460979181113,,158.47140000000002,268.1,268.1
ollama,ollama,qwen2.5:7b,ollama,7600.0,e2e_kv,2,92.19679985335715,92.1968,540.5799686841693,,129.70714999999998,7600.0,7600.0
