backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,2782.7242000003025,3,1586.714299999585,1.7537651233123888,1196.0099000007176
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,676.4002999998411,3,749.1523999997298,0.9028874498701266,-72.75209999988874
hf_cpu_fp32,models/gpt2-45m,medium,e2e_kv,1,752.7663999999277,3,736.822200000006,1.0216391417087074,15.944199999921693
hf_cpu_fp32,models/gpt2-50m,medium,e2e_kv,1,945.8238999995956,3,887.7217000003839,1.065450917781087,58.102199999211734
hf_cpu_fp32,models/gpt2-5m,medium,e2e_kv,1,773.1638999998722,3,791.8378999997913,0.9764168903762702,-18.673999999919033
hf_cpu_fp32,models/gpt2-75m,medium,e2e_kv,1,1785.3732999997192,3,932.6034999999138,1.9143969543325585,852.7697999998054
hf_cpu_fp32,models/tiny-gpt2,medium,e2e_kv,1,168.68159999967247,3,142.55750000029366,1.1832530733165565,26.124099999378814
hf_cpu_fp32,models/gpt2-100m,micro,e2e_kv,1,1245.100700000421,3,1236.4835999997013,1.006969037034314,8.617100000719802
hf_cpu_fp32,models/gpt2-25m,micro,e2e_kv,1,623.205599999892,3,566.2280000005921,1.1006266027099336,56.977599999299855
hf_cpu_fp32,models/gpt2-45m,micro,e2e_kv,1,824.9984000003678,3,957.9905000000508,0.8611759719958852,-132.99209999968298
hf_cpu_fp32,models/gpt2-50m,micro,e2e_kv,1,1312.8937999999837,3,1401.1847999995553,0.9369883258799271,-88.29099999957157
hf_cpu_fp32,models/gpt2-5m,micro,e2e_kv,1,769.0024000003177,3,774.8854000001302,0.9924079096085544,-5.882999999812455
hf_cpu_fp32,models/gpt2-75m,micro,e2e_kv,1,1304.685900000095,3,1556.868100000429,0.8380195470635794,-252.18220000033398
hf_cpu_fp32,models/tiny-gpt2,micro,e2e_kv,1,159.22769999951925,3,128.60470000032365,1.2381172694242009,30.6229999991956
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,1378.2954000002974,3,1371.466699999928,1.0049791219869717,6.828700000369281
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,681.5246999994997,3,648.9729000004445,1.0501589511658083,32.55179999905522
hf_cpu_fp32,models/gpt2-45m,short,e2e_kv,1,1240.7156000003852,3,867.8076999995028,1.4297125964670467,372.90790000088236
hf_cpu_fp32,models/gpt2-50m,short,e2e_kv,1,983.7980000002062,3,868.7298999998347,1.1324555537922585,115.06810000037149
