backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,e2e_kv,3,149.56230709857226,142.55750000029366,486.129066865181,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,e2e_kv,3,834.5521424334551,791.8378999997913,87.12048186231816,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,e2e_kv,3,650.523054884765,648.9729000004445,111.76634593052505,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,e2e_kv,3,849.2765540348687,867.8076999995028,85.61002236857638,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,e2e_kv,3,1026.169276301399,887.7217000003839,70.8524280224872,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,e2e_kv,3,1209.2993866669328,1218.014999999923,60.12289891953575,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,e2e_kv,3,1390.883604632592,1371.466699999928,52.27366585231863,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,kv_decode,3,145.94505861961994,138.6333000000377,438.5211846521281,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,kv_decode,3,816.7736095889012,774.6300999997402,78.35708603784663,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,kv_decode,3,634.9076110821757,629.0189000001192,100.80206770700757,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,kv_decode,3,833.6165658864124,853.5251999996945,76.7739061566593,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,kv_decode,3,1004.6987302461574,865.3452000003199,63.70068765222747,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,kv_decode,3,1186.4286672174394,1196.8751999997949,53.94340323055478,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,kv_decode,3,1366.4471973304499,1346.446300000025,46.83678968717792,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,prefill,3,3.743051937477826,3.924200000255951,1428.909171066252,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,prefill,3,17.50091212792939,17.207800000051066,305.61157053659036,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,prefill,3,12.207126433407971,13.52790000009918,438.14416688614443,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,prefill,3,15.422776597695114,16.50130000007266,346.7910727591474,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,prefill,3,21.66667563181075,23.585999999795604,246.85287822312665,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,prefill,3,21.267696190821255,21.13980000012816,251.4838087421839,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,prefill,3,25.17604768134714,25.02039999990302,212.44324402841204,,,96.088,96.08832
hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.102714,e2e_kv,3,130.36180753455034,104.99959999970088,557.7291858949013,630.53759765625,,0.103,0.102714
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,e2e_kv,3,463.9370537180072,407.746899999438,156.71648600895207,539.29345703125,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,e2e_kv,3,180.24894504311223,220.20290000000384,403.36760234930915,538.54931640625,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,e2e_kv,3,343.6059907798718,414.4759999994676,211.5987111371742,632.16455078125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,e2e_kv,3,404.2059960663638,427.6083999998264,179.8750773011676,631.55810546875,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,e2e_kv,3,338.74320006216004,354.5807999994395,214.63629314091236,632.3837890625,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,e2e_kv,3,331.76673249887364,273.83899999995265,219.14971474205745,489.1572265625,,96.088,96.08832
hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.102714,kv_decode,3,127.52707959436371,103.02649999994172,501.8541960152329,630.53759765625,,0.103,0.102714
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,kv_decode,3,454.73732454265405,400.47579999964,140.74059142685735,539.29345703125,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,kv_decode,3,177.09398404835957,216.84779999986856,361.39002882516525,538.54931640625,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,kv_decode,3,337.8437166665927,408.11459999986255,189.43670354881752,632.16455078125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,kv_decode,3,398.1050565516137,423.3945999999378,160.7615852819555,631.55810546875,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,kv_decode,3,332.15184404306774,347.2385000000031,192.68295855585131,632.3837890625,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,kv_decode,3,325.19273107197074,267.40990000007514,196.80636707047324,489.1572265625,,96.088,96.08832
hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.102714,prefill,3,2.7984247563916047,2.0744999997077684,1911.2471146574262,630.53759765625,,0.103,0.102714
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,prefill,3,8.343494611161313,7.1236999997381645,641.0360994402224,539.29345703125,,5.037,5.03672
hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016064,prefill,3,3.657617550094366,3.762999999707972,1462.2855364146471,538.54931640625,,25.016,25.016064
hf_gpu_fp16,hf,models/gpt2-45m,hf,45.1712,prefill,3,5.7373726534913585,6.361399999605055,932.2178572424884,632.16455078125,,45.171,45.1712
hf_gpu_fp16,hf,models/gpt2-50m,hf,51.475968,prefill,3,5.789206270829729,5.017299999963143,923.8712512609778,631.55810546875,,51.476,51.475968
hf_gpu_fp16,hf,models/gpt2-75m,hf,74.824704,prefill,3,6.222140193881374,6.126399999629939,859.5886744080218,632.3837890625,,74.825,74.824704
hf_gpu_fp16,hf,models/gpt2-100m,hf,96.08832,prefill,3,6.535878495648874,6.429099999877508,818.3262961207128,489.1572265625,,96.088,96.08832
ollama,ollama,gemma3:270m,ollama,268.1,e2e_kv,3,120.23170010145999,122.0718,674.553800652731,,149.1698,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,e2e_kv,3,256.54768755484685,256.5811470588235,320.04012939864504,,147.1061,999.9,999.89
ollama,ollama,qwen2.5:7b,ollama,7600.0,e2e_kv,3,725.9049234940746,724.9750314285715,140.22555302451005,,113.0245,7600.0,7600.0
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,e2e_kv,3,712.7844370041294,733.0361333333334,116.0830224583418,,128.8909,8000.0,8000.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,e2e_kv,3,2720.7978074177704,2693.4779000000003,57.16914587589666,,211.5318,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,kv_decode,3,117.36113742271374,119.3413,545.3253215285696,,149.1698,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,kv_decode,3,251.9622758633311,251.9320470588235,254.00627844270934,,147.1061,999.9,999.89
ollama,ollama,qwen2.5:7b,ollama,7600.0,kv_decode,3,713.9444495057514,712.9415314285715,89.64282871630398,,113.0245,7600.0,7600.0
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,kv_decode,3,701.3633162942812,721.7365333333333,91.25085175276911,,128.8909,8000.0,8000.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,kv_decode,3,2674.20251631901,2643.4828,23.93236847600263,,211.5318,20900.0,20900.0
ollama,ollama,gemma3:270m,ollama,268.1,prefill,3,2.6447989989221377,2.5893,6124.495287917443,,149.1698,268.1,268.1
ollama,ollama,gemma3:1b-it-qat,ollama,999.89,prefill,3,4.613287329932911,4.6031,3742.849301170149,,147.1061,999.9,999.89
ollama,ollama,qwen2.5:7b,ollama,7600.0,prefill,3,11.917133523787092,12.0335,3140.8636905001076,,113.0245,7600.0,7600.0
ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,prefill,3,11.69428531206025,11.7399,1522.4031179433662,,128.8909,8000.0,8000.0
ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,prefill,3,48.367476584756716,49.8563,1890.9527303940138,,211.5318,20900.0,20900.0
