task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,gen_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,0,True,0,,prefill,ok,,1766547491.115399,17,0,110.28929999974935,,791.9636000001447,,,7839.22369999982,45.1712,110.28929999974935,,17,154.140066171774,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,1,True,0,,kv_decode,ok,,1766547491.115399,17,32,110.28929999974935,,791.9636000001447,,,7839.22369999982,45.1712,791.9636000001447,,32,40.405897442753876,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,2,True,0,,e2e_kv,ok,,1766547491.115399,17,32,110.28929999974935,,791.9636000001447,,,7839.22369999982,45.1712,902.252899999894,,49,54.30849820488885,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,3,False,,0,prefill,ok,,1766547499.8608057,17,0,46.55300000013085,,773.8890999999057,,,,45.1712,46.55300000013085,,17,365.1751766793164,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,4,False,,0,kv_decode,ok,,1766547499.8608057,17,32,46.55300000013085,,773.8890999999057,,,,45.1712,773.8890999999057,,32,41.349593888845185,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,5,False,,0,e2e_kv,ok,,1766547499.8608057,17,32,46.55300000013085,,773.8890999999057,,,,45.1712,820.4421000000366,,49,59.72389764006237,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,6,False,,1,prefill,ok,,1766547500.6818657,17,0,49.383100000341074,,786.566700000094,,,,45.1712,49.383100000341074,,17,344.24732347468233,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,7,False,,1,kv_decode,ok,,1766547500.6818657,17,32,49.383100000341074,,786.566700000094,,,,45.1712,786.566700000094,,32,40.683135962908395,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,8,False,,1,e2e_kv,ok,,1766547500.6818657,17,32,49.383100000341074,,786.566700000094,,,,45.1712,835.9498000004351,,49,58.615959953545655,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,3,9,False,,2,prefill,ok,,1766547501.5183563,17,0,46.39739999993253,,749.476400000276,,,,45.1712,46.39739999993253,,17,366.3998413709544,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,3,10,False,,2,kv_decode,ok,,1766547501.5183563,17,32,46.39739999993253,,749.476400000276,,,,45.1712,749.476400000276,,32,42.69647449871432,,,,,,,
