latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization,error,wall_ms,ollama_eval_ms,ollama_prompt_eval_ms
414.1474889984238,129,311.48323586839604,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
412.5371379996068,129,312.699119952015,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
417.80170000129147,129,308.75891601111545,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
424.60021800070535,129,303.81519964218603,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
418.398004003393,129,308.3188704670634,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
415.93630800343817,129,310.14363862395413,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
421.88405000342755,129,305.7712184164155,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
417.7955560007831,129,308.76345654513904,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
434.9635420003324,129,296.5765806640903,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
428.07324600289576,129,301.3502974187912,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
426.6533409972908,129,302.35319310629546,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
425.15848799666855,129,303.4162639157067,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
417.6880520026316,129,308.84292567503763,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
427.0689359982498,129,302.05896314717836,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
421.73441399791045,129,305.87970940554817,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
421.1544470017543,129,306.3009328724069,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
447.7972359964042,129,288.07681162425905,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
425.70994500420056,129,303.0232239435401,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
414.1283970020595,129,311.49759575496694,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
