backend,backend_kind,model,model_kind,params_millions_effective,mode,n_scenarios,latency_geomean_ms,latency_median_of_medians_ms,tokens_per_s_geomean,gpu_peak_mb_median,ollama_load_ms_median,params_millions_config_median,params_millions_measured_median
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,e2e_kv,3,177.65752904278014,177.07059999975172,409.2513566960888,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,e2e_kv,3,1021.4136310183359,940.1864000001297,71.1823130023681,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,e2e_kv,3,898.0095947125534,903.9303999998084,80.96415140342168,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,e2e_kv,3,1083.3849245101899,1099.6075999992172,67.11057459185525,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,e2e_kv,3,1363.4326854949013,1111.818299999868,53.32612717997247,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,e2e_kv,3,1974.6410956107354,2300.526699999864,36.82015174790291,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,e2e_kv,3,1770.5270620058204,1624.7309000000314,41.06493842893518,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,kv_decode,3,173.7309132837208,174.37989999962156,368.3857915112738,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,kv_decode,3,997.7726706563172,919.0684000004694,64.14286729050404,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,kv_decode,3,881.2890934259143,884.8590999996304,72.62089191550876,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,kv_decode,3,1061.6006540495355,1084.8450999992565,60.28632306872491,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,kv_decode,3,1328.0270658666402,1085.0663000001075,48.1917888911662,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,kv_decode,3,1938.4565471107983,2262.7880999998524,33.01595802876767,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,kv_decode,3,1738.644576580943,1589.0267000004314,36.81028363246987,,,96.088,96.08832
hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.102714,prefill,3,3.9019415634735055,4.081099999893922,1370.7230501110187,,,0.103,0.102714
hf_cpu_fp32,hf,models/gpt2-5m,hf,5.03672,prefill,3,21.56639079511899,21.11799999966024,248.00075692080367,,,5.037,5.03672
hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016064,prefill,3,17.190793651495508,19.254699999692093,311.1247420955505,,,25.016,25.016064
hf_cpu_fp32,hf,models/gpt2-45m,hf,45.1712,prefill,3,21.109334604841216,20.518799999990733,253.3704326242828,,,45.171,45.1712
hf_cpu_fp32,hf,models/gpt2-50m,hf,51.475968,prefill,3,26.816382044554718,26.986099999703583,199.44827875561302,,,51.476,51.475968
hf_cpu_fp32,hf,models/gpt2-75m,hf,74.824704,prefill,3,33.999546562963346,33.133799999632174,157.31036975256657,,,74.825,74.824704
hf_cpu_fp32,hf,models/gpt2-100m,hf,96.08832,prefill,3,30.830907777714206,31.56439999929717,173.47790340138656,,,96.088,96.08832
hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.102714,e2e_kv,3,179.1934672292152,221.7434999993202,405.74350121274233,630.53759765625,,0.103,0.102714
hf_gpu_fp16,hf,models/gpt2-5m,hf,5.03672,e2e_kv,3,447.5189519213622,382.5082999992446,162.46593462886133,539.29345703125,,5.037,5.03672
