backend,model,scenario,mode,warmup_n,warmup_median_ms,measured_n,measured_median_ms,warmup_to_measured_ratio,warmup_minus_measured_ms
hf_cpu_fp32,models/gpt2-100m,medium,e2e_kv,1,4759.488800000327,3,5679.590900000221,0.8379985255628432,-920.1020999998946
hf_cpu_fp32,models/gpt2-25m,medium,e2e_kv,1,1086.6299999997864,3,1219.50089999973,0.8910448528574492,-132.87089999994373
hf_cpu_fp32,models/gpt2-45m,medium,e2e_kv,1,2839.9853999999323,3,2633.1245000001218,1.0785610023376415,206.8608999998105
hf_cpu_fp32,models/gpt2-50m,medium,e2e_kv,1,2709.1565999999148,3,2554.023400000005,1.0607407120858443,155.13319999990972
hf_cpu_fp32,models/gpt2-5m,medium,e2e_kv,1,1821.6711000013677,3,1756.9808999996894,1.036818954606558,64.69020000167825
hf_cpu_fp32,models/gpt2-75m,medium,e2e_kv,1,2159.058900000673,3,2042.00739999942,1.057321780519153,117.05150000125309
hf_cpu_fp32,models/gpt2-100m,short,e2e_kv,1,5055.752600000233,3,5474.489700000959,0.9235112087249606,-418.73710000072606
hf_cpu_fp32,models/gpt2-25m,short,e2e_kv,1,1298.5270999997738,3,1176.4837000000623,1.1037357338649953,122.04339999971148
hf_cpu_fp32,models/gpt2-45m,short,e2e_kv,1,4064.0407999999297,3,3607.066800001121,1.1266885326322946,456.9739999988087
hf_cpu_fp32,models/gpt2-50m,short,e2e_kv,1,3278.971200000342,3,3362.6925999997184,0.9751028684574429,-83.72139999937644
hf_cpu_fp32,models/gpt2-5m,short,e2e_kv,1,1169.6012000002156,3,1163.0740999999034,1.005611938225013,6.527100000312203
hf_cpu_fp32,models/gpt2-75m,short,e2e_kv,1,2943.7325999997483,3,2086.6894999999204,1.4107190360615993,857.043099999828
hf_cpu_fp32,models/gpt2-100m,medium,kv_decode,1,4706.235300000117,3,5612.458099999458,0.8385337077172249,-906.2227999993411
hf_cpu_fp32,models/gpt2-25m,medium,kv_decode,1,1076.7665000003035,3,1210.2156999999352,0.8897310619919748,-133.44919999963167
hf_cpu_fp32,models/gpt2-45m,medium,kv_decode,1,2733.126099999936,3,2605.7120999994368,1.0488979576832478,127.41400000049907
hf_cpu_fp32,models/gpt2-50m,medium,kv_decode,1,2656.682699999692,3,2524.776999999631,1.0522444952564447,131.9057000000612
hf_cpu_fp32,models/gpt2-5m,medium,kv_decode,1,1772.0234000007622,3,1734.9488999998357,1.0213692172725837,37.07450000092649
hf_cpu_fp32,models/gpt2-75m,medium,kv_decode,1,2135.779000000184,3,2019.811999999547,1.057414749491865,115.9670000006372
hf_cpu_fp32,models/gpt2-100m,short,kv_decode,1,4313.73480000002,3,5425.881300000583,0.7950293346814565,-1112.1465000005628
hf_cpu_fp32,models/gpt2-25m,short,kv_decode,1,1263.84440000038,3,1168.4337999995478,1.0816568298528073,95.41060000083212
hf_cpu_fp32,models/gpt2-45m,short,kv_decode,1,3997.581799999352,3,3563.229400000637,1.1218985227273433,434.3523999987151
hf_cpu_fp32,models/gpt2-50m,short,kv_decode,1,3172.765500000424,3,3328.7549999995463,0.9531387861229969,-155.98949999912247
hf_cpu_fp32,models/gpt2-5m,short,kv_decode,1,1155.8986000000004,3,1150.9312999996837,1.00431589617931,4.9673000003167544
hf_cpu_fp32,models/gpt2-75m,short,kv_decode,1,2458.867199999986,3,2067.3471000000063,1.189382856899056,391.5200999999797
hf_cpu_fp32,models/gpt2-100m,medium,prefill,1,53.2535000002099,3,58.165200000075856,0.9155560369454665,-4.911699999865959
hf_cpu_fp32,models/gpt2-25m,medium,prefill,1,9.863499999482883,3,9.285199999794711,1.0622819109659412,0.5782999996881717
hf_cpu_fp32,models/gpt2-45m,medium,prefill,1,106.85929999999644,3,31.442600000445964,3.398551646444022,75.41669999955047
hf_cpu_fp32,models/gpt2-50m,medium,prefill,1,52.473900000222784,3,36.8852000001425,1.4226275037147709,15.588700000080287
hf_cpu_fp32,models/gpt2-5m,medium,prefill,1,49.647700000605255,3,22.713800000019543,2.185794539027487,26.933900000585712
hf_cpu_fp32,models/gpt2-75m,medium,prefill,1,23.27990000048885,3,22.19539999987319,1.0488614758293096,1.0845000006156624
hf_cpu_fp32,models/gpt2-100m,short,prefill,1,742.0178000002124,3,54.55270000038581,13.601852887115847,687.4650999998266
hf_cpu_fp32,models/gpt2-25m,short,prefill,1,34.68269999939366,3,8.049900000514754,4.308463458822577,26.63279999887891
hf_cpu_fp32,models/gpt2-45m,short,prefill,1,66.45900000057736,3,39.074299999811046,1.7008366112994664,27.384700000766315
hf_cpu_fp32,models/gpt2-50m,short,prefill,1,106.20569999991858,3,33.9376000001721,3.129440502551153,72.26809999974648
hf_cpu_fp32,models/gpt2-5m,short,prefill,1,13.70260000021517,3,12.925900000482216,1.060088659180713,0.7766999997329549
hf_cpu_fp32,models/gpt2-75m,short,prefill,1,484.8653999997623,3,19.52720000008412,24.83025728203089,465.3381999996782
hf_gpu_fp16,models/gpt2-100m,medium,e2e_kv,1,1567.1975999994174,3,524.2677000005642,2.989307943246801,1042.9298999988532
hf_gpu_fp16,models/gpt2-25m,medium,e2e_kv,1,251.6760999997132,3,235.2893999996013,1.0696448713802647,16.386700000111887
hf_gpu_fp16,models/gpt2-45m,medium,e2e_kv,1,424.2658000002848,3,409.59579999980633,1.035815796940509,14.670000000478467
hf_gpu_fp16,models/gpt2-50m,medium,e2e_kv,1,570.1839999992444,3,542.0246000003317,1.0519522545635298,28.159399998912704
hf_gpu_fp16,models/gpt2-5m,medium,e2e_kv,1,718.0078000010326,3,770.0557999996818,0.9324100928807099,-52.047999998649175
hf_gpu_fp16,models/gpt2-75m,medium,e2e_kv,1,909.3471999995018,3,1146.053700000266,0.793459503685814,-236.7065000007642
hf_gpu_fp16,models/gpt2-100m,short,e2e_kv,1,485.1798999989114,3,500.9093999997276,0.9685981137490637,-15.729500000816188
hf_gpu_fp16,models/gpt2-25m,short,e2e_kv,1,339.8392999997668,3,230.576399999336,1.4738685312145798,109.26290000043082
hf_gpu_fp16,models/gpt2-45m,short,e2e_kv,1,573.9606999995885,3,415.06329999992886,1.382826908569577,158.89739999965968
hf_gpu_fp16,models/gpt2-50m,short,e2e_kv,1,1527.7231000009124,3,786.4011000001483,1.942676707853822,741.3220000007641
hf_gpu_fp16,models/gpt2-5m,short,e2e_kv,1,783.8223999997354,3,777.5501000005534,1.0080667470805773,6.272299999181996
hf_gpu_fp16,models/gpt2-75m,short,e2e_kv,1,512.3407999999472,3,321.70790000145644,1.5925651810155352,190.63289999849076
hf_gpu_fp16,models/gpt2-100m,medium,kv_decode,1,689.0714999999545,3,516.2523999997575,1.3347569909607748,172.81910000019707
hf_gpu_fp16,models/gpt2-25m,medium,kv_decode,1,248.06069999976896,3,231.9878999996945,1.0692829238080763,16.072800000074466
hf_gpu_fp16,models/gpt2-45m,medium,kv_decode,1,420.01059999984136,3,405.5607000000237,1.0356294384535207,14.44989999981766
hf_gpu_fp16,models/gpt2-50m,medium,kv_decode,1,559.5582999994804,3,536.8039000004501,1.0423886637168829,22.754399999030284
hf_gpu_fp16,models/gpt2-5m,medium,kv_decode,1,708.9933000006567,3,763.705100000152,0.9283600436876952,-54.71179999949527
hf_gpu_fp16,models/gpt2-75m,medium,kv_decode,1,901.0222999995676,3,1137.630199999876,0.7920168610148235,-236.6079000003083
hf_gpu_fp16,models/gpt2-100m,short,kv_decode,1,479.6504999994795,3,496.451199999683,0.9661584059012965,-16.800700000203506
hf_gpu_fp16,models/gpt2-25m,short,kv_decode,1,332.7186000005895,3,228.0243999994127,1.4591359521237484,104.6942000011768
hf_gpu_fp16,models/gpt2-45m,short,kv_decode,1,515.2884999997696,3,411.05590000006487,1.2535728108991702,104.23259999970469
hf_gpu_fp16,models/gpt2-50m,short,kv_decode,1,1512.8096000007645,3,777.7859999996508,1.9450203526438425,735.0236000011137
hf_gpu_fp16,models/gpt2-5m,short,kv_decode,1,754.0951999999379,3,770.9236000000601,0.9781711183830396,-16.8284000001222
hf_gpu_fp16,models/gpt2-75m,short,kv_decode,1,498.1379000000743,3,318.3897000008073,1.5645540669148883,179.748199999267
hf_gpu_fp16,models/gpt2-100m,medium,prefill,1,878.1260999994629,3,5.222499999945285,168.14286261534951,872.9035999995176
hf_gpu_fp16,models/gpt2-25m,medium,prefill,1,3.615399999944202,3,2.480600000126288,1.4574699668467876,1.1347999998179144
hf_gpu_fp16,models/gpt2-45m,medium,prefill,1,4.255200000443438,3,4.035099999782688,1.0545463558951707,0.2201000006607492
hf_gpu_fp16,models/gpt2-50m,medium,prefill,1,10.625699999764038,3,5.220699999881617,2.035301779455817,5.4049999998824205
hf_gpu_fp16,models/gpt2-5m,medium,prefill,1,9.014500000375849,3,6.486799999947834,1.3896682494370631,2.5277000004280143
hf_gpu_fp16,models/gpt2-75m,medium,prefill,1,8.324899999934132,3,9.057700000084878,0.9190964593501795,-0.7328000001507462
hf_gpu_fp16,models/gpt2-100m,short,prefill,1,5.5293999994319165,3,4.821100000299339,1.1469166785772127,0.7082999991325778
hf_gpu_fp16,models/gpt2-25m,short,prefill,1,7.120699999177305,3,2.500100000361272,2.848166072616432,4.620599998816033
hf_gpu_fp16,models/gpt2-45m,short,prefill,1,58.672199999818986,3,4.024100000606268,14.580204267035977,54.64809999921272
hf_gpu_fp16,models/gpt2-50m,short,prefill,1,14.913500000147906,3,8.615100000497478,1.7310884376602393,6.298399999650428
hf_gpu_fp16,models/gpt2-5m,short,prefill,1,29.72719999979745,3,6.682500000351865,4.4485147771391205,23.044699999445584
hf_gpu_fp16,models/gpt2-75m,short,prefill,1,14.202899999872898,3,3.3182000006490853,4.280302572808938,10.884699999223812
ollama,gemma3:270m,medium,e2e_kv,1,289.5888,3,272.2213,1.0637991957278876,17.367500000000007
ollama,gpt-oss-20b:latest,medium,e2e_kv,1,7755.6893,3,7572.9344,1.024132640050335,182.7548999999999
ollama,qwen2.5:7b,medium,e2e_kv,1,1848.5082,3,1470.3615,1.2571794079211134,378.1467
ollama,gemma3:270m,short,e2e_kv,1,296.64584594594595,3,277.4072666666667,1.069351389062192,19.238579279279236
ollama,gpt-oss-20b:latest,short,e2e_kv,1,6904.1483,3,7216.2937,0.9567443603355555,-312.14540000000034
ollama,qwen2.5:7b,short,e2e_kv,1,1449.401382857143,3,1451.8715542857144,0.9982986295025343,-2.470171428571348
ollama,gemma3:270m,medium,kv_decode,1,281.4474,3,269.2747,1.0452055094667267,12.17270000000002
ollama,gpt-oss-20b:latest,medium,kv_decode,1,6727.2704,3,7505.6546,0.8962936290726728,-778.3841999999995
ollama,qwen2.5:7b,medium,kv_decode,1,1469.1953,3,1457.9395,1.0077203477922096,11.255800000000136
ollama,gemma3:270m,short,kv_decode,1,287.347545945946,3,274.4514666666667,1.0469885602576945,12.89607927927932
ollama,gpt-oss-20b:latest,short,kv_decode,1,6081.896,3,7151.1204,0.8504815553098505,-1069.2244
ollama,qwen2.5:7b,short,kv_decode,1,1427.424182857143,3,1440.1199542857144,0.9911842264314237,-12.695771428571334
ollama,gemma3:270m,medium,prefill,1,8.1414,3,2.9466,2.762981062919976,5.194800000000001
ollama,gpt-oss-20b:latest,medium,prefill,1,1028.4189,3,67.2798,15.285700908742296,961.1390999999999
ollama,qwen2.5:7b,medium,prefill,1,379.3129,3,12.167,31.175548615106436,367.14590000000004
ollama,gemma3:270m,short,prefill,1,9.2983,3,2.5141,3.698460681754902,6.784199999999999
ollama,gpt-oss-20b:latest,short,prefill,1,822.2523,3,61.7148,13.323421610375469,760.5375
ollama,qwen2.5:7b,short,prefill,1,21.9772,3,11.9485,1.8393271121898147,10.0287
