task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,gen_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,0,0,True,0,,prefill,ok,,1766554569.6825147,1,17,17,128,88.95250000023225,,1349.0935999998328,,,5708.487199999581,45.1712,88.95250000023225,,17,191.11323459099648,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,0,1,True,0,,kv_decode,ok,,1766554569.6825147,1,17,17,128,88.95250000023225,,1349.0935999998328,,,5708.487199999581,45.1712,1349.0935999998328,,128,94.87851695391325,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,0,2,True,0,,e2e_kv,ok,,1766554569.6825147,1,17,17,128,88.95250000023225,,1349.0935999998328,,,5708.487199999581,45.1712,1438.046100000065,,145,100.83125986016265,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,1,3,False,,0,prefill,ok,,1766554576.8319554,1,17,17,128,16.84920000116108,,1315.4131999999663,,,,45.1712,16.84920000116108,,17,1008.9499797514736,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,1,4,False,,0,kv_decode,ok,,1766554576.8319554,1,17,17,128,16.84920000116108,,1315.4131999999663,,,,45.1712,1315.4131999999663,,128,97.30782692465247,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,1,5,False,,0,e2e_kv,ok,,1766554576.8319554,1,17,17,128,16.84920000116108,,1315.4131999999663,,,,45.1712,1332.2624000011274,,145,108.83741821421764,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,2,6,False,,1,prefill,ok,,1766554578.1648371,1,17,17,128,16.369700000723242,,1318.0228999990504,,,,45.1712,16.369700000723242,,17,1038.504065392091,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,2,7,False,,1,kv_decode,ok,,1766554578.1648371,1,17,17,128,16.369700000723242,,1318.0228999990504,,,,45.1712,1318.0228999990504,,128,97.11515634522907,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,2,8,False,,1,e2e_kv,ok,,1766554578.1648371,1,17,17,128,16.369700000723242,,1318.0228999990504,,,,45.1712,1334.3925999997737,,145,108.66367214568231,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,3,9,False,,2,prefill,ok,,1766554579.4998696,1,17,17,128,14.993200000390061,,1300.6709000001138,,,,45.1712,14.993200000390061,,17,1133.8473440998407,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,3,10,False,,2,kv_decode,ok,,1766554579.4998696,1,17,17,128,14.993200000390061,,1300.6709000001138,,,,45.1712,1300.6709000001138,,128,98.410750943985,128,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,128,1,3,11,False,,2,e2e_kv,ok,,1766554579.4998696,1,17,17,128,14.993200000390061,,1300.6709000001138,,,,45.1712,1315.6641000005038,,145,110.21050129736342,128,,,,,,,
