latency_ms,tokens,tokens_per_s,status,scenario,prompt_set,backend,model,quantization,error,wall_ms,ollama_eval_ms,ollama_prompt_eval_ms
393.07964900217485,128,325.63374961009947,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
385.6370030043763,128,331.9183558703972,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
386.4073799995822,128,331.25661316338835,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
386.549205002666,128,331.1350750265214,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
385.4422269942006,128,332.0860845947891,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
392.0427010016283,128,326.49504677162287,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
383.51364400296006,128,333.7560527547021,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
383.8445719957235,128,333.46830810838213,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
389.07363200269174,128,328.9865708481485,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
386.27584899950307,128,331.3694095334567,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
387.71913700475125,128,330.13588389997744,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
374.20628100517206,128,342.0573263927413,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
371.25801799993496,128,344.7736985979988,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
378.5335180000402,128,338.14706997752944,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
380.67248400329845,128,336.24705062447043,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
387.91823299834505,128,329.9664442443108,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
383.47632399381837,128,333.7885339749511,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
396.9762199994875,128,322.4374497801537,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
379.8555210014456,128,336.97022400133255,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
381.5414310010965,128,335.4812599621249,ok,single_micro,micro,transformers-gpu,models/gpt2-100m,fp32,,,,
