task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,gen_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,0,True,0,,prefill,ok,,1766547626.1826282,17,0,109.3591999997443,,1518.4170000002268,,,7289.86040000018,45.1712,109.3591999997443,,17,155.45102744021307,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,1,True,0,,kv_decode,ok,,1766547626.1826282,17,64,109.3591999997443,,1518.4170000002268,,,7289.86040000018,45.1712,1518.4170000002268,,64,42.149159288911044,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,0,2,True,0,,e2e_kv,ok,,1766547626.1826282,17,64,109.3591999997443,,1518.4170000002268,,,7289.86040000018,45.1712,1627.7761999999711,,81,49.76114038281272,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,3,False,,0,prefill,ok,,1766547635.1027837,17,0,26.682200000323064,,1625.836999999592,,,,45.1712,26.682200000323064,,17,637.1288724240942,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,4,False,,0,kv_decode,ok,,1766547635.1027837,17,64,26.682200000323064,,1625.836999999592,,,,45.1712,1625.836999999592,,64,39.36433972164249,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,5,False,,0,e2e_kv,ok,,1766547635.1027837,17,64,26.682200000323064,,1625.836999999592,,,,45.1712,1652.5191999999151,,81,49.01607194639806,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,6,False,,1,prefill,ok,,1766547636.7557318,17,0,25.82559999973455,,1274.0752999998222,,,,45.1712,25.82559999973455,,17,658.261569921889,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,7,False,,1,kv_decode,ok,,1766547636.7557318,17,64,25.82559999973455,,1274.0752999998222,,,,45.1712,1274.0752999998222,,64,50.23250980535368,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,2,8,False,,1,e2e_kv,ok,,1766547636.7557318,17,64,25.82559999973455,,1274.0752999998222,,,,45.1712,1299.9008999995567,,81,62.31244243313288,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,9,False,,2,prefill,ok,,1766547638.0561213,17,0,34.77500000008149,,1444.939400000294,,,,45.1712,34.77500000008149,,17,488.85693745392274,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,10,False,,2,kv_decode,ok,,1766547638.0561213,17,64,34.77500000008149,,1444.939400000294,,,,45.1712,1444.939400000294,,64,44.29251496636259,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,64,3,11,False,,2,e2e_kv,ok,,1766547638.0561213,17,64,34.77500000008149,,1444.939400000294,,,,45.1712,1479.7144000003755,,81,54.74029312682194,,,,,,,
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,4,12,True,0,,prefill,ok,,1766547639.5367355,92,0,836.4702,,2912.8116,,,,20900.0,836.4702,,92,109.9859863507391,2912.8116,45.51268125,64,12980.21400000016,12834.8826,8988.3326,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,4,13,True,0,,kv_decode,ok,,1766547639.5367355,92,64,836.4702,,2912.8116,,,,20900.0,2912.8116,,64,21.971898216829402,2912.8116,45.51268125,64,12980.21400000016,12834.8826,8988.3326,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,4,14,True,0,,e2e_kv,ok,,1766547639.5367355,92,64,836.4702,,2912.8116,,,,20900.0,3749.2817999999997,,156,41.60796875817657,2912.8116,45.51268125,64,12980.21400000016,12834.8826,8988.3326,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,5,15,False,,0,prefill,ok,,1766547652.5171516,92,0,58.742,,3164.7339,,,,20900.0,58.742,,92,1566.1707126076744,3164.7339,49.4489671875,64,3499.96259999989,3485.9818,236.9836,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,5,16,False,,0,kv_decode,ok,,1766547652.5171516,92,64,58.742,,3164.7339,,,,20900.0,3164.7339,,64,20.22286929084306,3164.7339,49.4489671875,64,3499.96259999989,3485.9818,236.9836,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,5,17,False,,0,e2e_kv,ok,,1766547652.5171516,92,64,58.742,,3164.7339,,,,20900.0,3223.4759000000004,,156,48.3949639580057,3164.7339,49.4489671875,64,3499.96259999989,3485.9818,236.9836,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,6,18,False,,1,prefill,ok,,1766547656.0172706,92,0,65.6112,,3634.3052,,,,20900.0,65.6112,,92,1402.1996244543616,3634.3052,56.78601875,64,3984.7012000000177,3981.0657,254.4376,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,6,19,False,,1,kv_decode,ok,,1766547656.0172706,92,64,65.6112,,3634.3052,,,,20900.0,3634.3052,,64,17.60996847485456,3634.3052,56.78601875,64,3984.7012000000177,3981.0657,254.4376,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,6,20,False,,1,e2e_kv,ok,,1766547656.0172706,92,64,65.6112,,3634.3052,,,,20900.0,3699.9163999999996,,156,42.16311482064838,3634.3052,56.78601875,64,3984.7012000000177,3981.0657,254.4376,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,7,21,False,,2,prefill,ok,,1766547660.0028915,92,0,63.458,,3543.194,,,,20900.0,63.458,,92,1449.7778057928078,3543.194,55.36240625,64,3879.0718999998717,3875.34,249.1458,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,7,22,False,,2,kv_decode,ok,,1766547660.0028915,92,64,63.458,,3543.194,,,,20900.0,3543.194,,64,18.062798706477828,3543.194,55.36240625,64,3879.0718999998717,3875.34,249.1458,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,64,7,23,False,,2,e2e_kv,ok,,1766547660.0028915,92,64,63.458,,3543.194,,,,20900.0,3606.652,,156,43.25341064233533,3543.194,55.36240625,64,3879.0718999998717,3875.34,249.1458,length
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,8,24,True,0,,prefill,ok,,1766547663.8821368,9,0,749.997899999471,,2012.2977000000901,,,301.55089999971096,96.08832,749.997899999471,,9,12.000033600102546,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,8,25,True,0,,kv_decode,ok,,1766547663.8821368,9,64,749.997899999471,,2012.2977000000901,,,301.55089999971096,96.08832,2012.2977000000901,,64,31.80443927357127,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,8,26,True,0,,e2e_kv,ok,,1766547663.8821368,9,64,749.997899999471,,2012.2977000000901,,,301.55089999971096,96.08832,2762.295599999561,,73,26.427294747170286,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,9,27,False,,0,prefill,ok,,1766547666.9466152,9,0,34.81820000070002,,2063.8646999996126,,,,96.08832,34.81820000070002,,9,258.4855047021114,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,9,28,False,,0,kv_decode,ok,,1766547666.9466152,9,64,34.81820000070002,,2063.8646999996126,,,,96.08832,2063.8646999996126,,64,31.009784701493277,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,9,29,False,,0,e2e_kv,ok,,1766547666.9466152,9,64,34.81820000070002,,2063.8646999996126,,,,96.08832,2098.6829000003127,,73,34.783720780299454,,,,,,,
