task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,gen_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,0,0,True,0,,prefill,ok,,1766547407.7415123,17,0,285.6904000000213,,149.26869999999326,,,9256.238899999971,45.1712,285.6904000000213,,17,59.504974615873444,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,0,1,True,0,,kv_decode,ok,,1766547407.7415123,17,8,285.6904000000213,,149.26869999999326,,,9256.238899999971,45.1712,149.26869999999326,,8,53.594624995061665,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,0,2,True,0,,e2e_kv,ok,,1766547407.7415123,17,8,285.6904000000213,,149.26869999999326,,,9256.238899999971,45.1712,434.9591000000146,,25,57.47666849595551,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,3,False,,0,prefill,ok,,1766547417.4400315,17,0,36.587300000064715,,149.74179999990156,,,,45.1712,36.587300000064715,,17,464.642102586688,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,4,False,,0,kv_decode,ok,,1766547417.4400315,17,8,36.587300000064715,,149.74179999990156,,,,45.1712,149.74179999990156,,8,53.42529607634781,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,1,5,False,,0,e2e_kv,ok,,1766547417.4400315,17,8,36.587300000064715,,149.74179999990156,,,,45.1712,186.32909999996627,,25,134.17120567857907,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,2,6,False,,1,prefill,ok,,1766547417.6271842,17,0,38.60789999998815,,141.64419999997335,,,,45.1712,38.60789999998815,,17,440.32438956807334,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,2,7,False,,1,kv_decode,ok,,1766547417.6271842,17,8,38.60789999998815,,141.64419999997335,,,,45.1712,141.64419999997335,,8,56.47954522671246,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,2,8,False,,1,e2e_kv,ok,,1766547417.6271842,17,8,38.60789999998815,,141.64419999997335,,,,45.1712,180.2520999999615,,25,138.69463934126338,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,3,9,False,,2,prefill,ok,,1766547417.8081307,17,0,25.409400000171445,,121.9797999997354,,,,45.1712,25.409400000171445,,17,669.0437397138577,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,3,10,False,,2,kv_decode,ok,,1766547417.8081307,17,8,25.409400000171445,,121.9797999997354,,,,45.1712,121.9797999997354,,8,65.58462958635243,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,8,3,11,False,,2,e2e_kv,ok,,1766547417.8081307,17,8,25.409400000171445,,121.9797999997354,,,,45.1712,147.38919999990685,,25,169.61894087230135,,,,,,,
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,4,12,True,0,,prefill,ok,,1766547417.9563828,92,0,2298.147,,291.2487,,,,20900.0,2298.147,,92,40.03225207090757,291.2487,36.4060875,8,2846.091500000057,2831.0452,235.2613,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,4,13,True,0,,kv_decode,ok,,1766547417.9563828,92,8,2298.147,,291.2487,,,,20900.0,291.2487,,8,27.467933762451132,291.2487,36.4060875,8,2846.091500000057,2831.0452,235.2613,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,4,14,True,0,,e2e_kv,ok,,1766547417.9563828,92,8,2298.147,,291.2487,,,,20900.0,2589.3957,,100,38.61904922449667,291.2487,36.4060875,8,2846.091500000057,2831.0452,235.2613,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,5,15,False,,0,prefill,ok,,1766547420.802659,92,0,51.2794,,286.6457,,,,20900.0,51.2794,,92,1794.0927545954125,286.6457,35.8307125,8,584.9570999998832,582.2642,240.2778,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,5,16,False,,0,kv_decode,ok,,1766547420.802659,92,8,51.2794,,286.6457,,,,20900.0,286.6457,,8,27.909017996781394,286.6457,35.8307125,8,584.9570999998832,582.2642,240.2778,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,5,17,False,,0,e2e_kv,ok,,1766547420.802659,92,8,51.2794,,286.6457,,,,20900.0,337.9251,,100,295.9235641270802,286.6457,35.8307125,8,584.9570999998832,582.2642,240.2778,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,6,18,False,,1,prefill,ok,,1766547421.3877218,92,0,51.7958,,275.8837,,,,20900.0,51.7958,,92,1776.2057927476744,275.8837,34.4854625,8,593.4203000001617,579.4708,234.1162,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,6,19,False,,1,kv_decode,ok,,1766547421.3877218,92,8,51.7958,,275.8837,,,,20900.0,275.8837,,8,28.997726215793108,275.8837,34.4854625,8,593.4203000001617,579.4708,234.1162,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,6,20,False,,1,e2e_kv,ok,,1766547421.3877218,92,8,51.7958,,275.8837,,,,20900.0,327.67949999999996,,100,305.1762469119979,275.8837,34.4854625,8,593.4203000001617,579.4708,234.1162,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,7,21,False,,2,prefill,ok,,1766547421.981657,92,0,56.2286,,311.1419,,,,20900.0,56.2286,,92,1636.1780303973421,311.1419,38.8927375,8,638.6219000000892,613.9975,243.5482,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,7,22,False,,2,kv_decode,ok,,1766547421.981657,92,8,56.2286,,311.1419,,,,20900.0,311.1419,,8,25.711741170186333,311.1419,38.8927375,8,638.6219000000892,613.9975,243.5482,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,8,7,23,False,,2,e2e_kv,ok,,1766547421.981657,92,8,56.2286,,311.1419,,,,20900.0,367.3705,,100,272.2047633111532,311.1419,38.8927375,8,638.6219000000892,613.9975,243.5482,length
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,8,24,True,0,,prefill,ok,,1766547422.620461,9,0,225.22780000008424,,296.02139999997235,,,226.11719999986235,96.08832,225.22780000008424,,9,39.959543182487394,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,8,25,True,0,,kv_decode,ok,,1766547422.620461,9,8,225.22780000008424,,296.02139999997235,,,226.11719999986235,96.08832,296.02139999997235,,8,27.02507318727885,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,8,26,True,0,,e2e_kv,ok,,1766547422.620461,9,8,225.22780000008424,,296.02139999997235,,,226.11719999986235,96.08832,521.2492000000566,,17,32.613958927895055,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,9,27,False,,0,prefill,ok,,1766547423.3687265,9,0,51.16310000039448,,349.9326999999539,,,,96.08832,51.16310000039448,,9,175.9080274637504,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,9,28,False,,0,kv_decode,ok,,1766547423.3687265,9,8,51.16310000039448,,349.9326999999539,,,,96.08832,349.9326999999539,,8,22.861538804464555,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,9,29,False,,0,e2e_kv,ok,,1766547423.3687265,9,8,51.16310000039448,,349.9326999999539,,,,96.08832,401.0958000003484,,17,42.383889335129496,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,10,30,False,,1,prefill,ok,,1766547423.7705579,9,0,53.635400000075606,,432.73080000017217,,,,96.08832,53.635400000075606,,9,167.79962487437984,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,10,31,False,,1,kv_decode,ok,,1766547423.7705579,9,8,53.635400000075606,,432.73080000017217,,,,96.08832,432.73080000017217,,8,18.48724426363184,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,10,32,False,,1,e2e_kv,ok,,1766547423.7705579,9,8,53.635400000075606,,432.73080000017217,,,,96.08832,486.3662000002478,,17,34.953086789319116,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,11,33,False,,2,prefill,ok,,1766547424.2575603,9,0,69.14649999998801,,432.24129999998695,,,,96.08832,69.14649999998801,,9,130.15843173554063,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,11,34,False,,2,kv_decode,ok,,1766547424.2575603,9,8,69.14649999998801,,432.24129999998695,,,,96.08832,432.24129999998695,,8,18.508180500105478,,,,,,,
2,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,8,11,35,False,,2,e2e_kv,ok,,1766547424.2575603,9,8,69.14649999998801,,432.24129999998695,,,,96.08832,501.38779999997496,,17,33.90589080947093,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,12,36,True,0,,prefill,ok,,1766547424.759441,17,0,245.38780000011684,223.44691467285156,77.66979999996693,77.63455963134766,207.1142578125,412.0575999995708,96.08832,245.38780000011684,223.44691467285156,17,69.2780977701088,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,12,37,True,0,,kv_decode,ok,,1766547424.759441,17,8,245.38780000011684,223.44691467285156,77.66979999996693,77.63455963134766,207.1142578125,412.0575999995708,96.08832,77.66979999996693,77.63455963134766,8,103.00013647522469,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,12,38,True,0,,e2e_kv,ok,,1766547424.759441,17,8,245.38780000011684,223.44691467285156,77.66979999996693,77.63455963134766,207.1142578125,412.0575999995708,96.08832,323.05760000008377,301.0814743041992,25,77.38558077566823,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,13,39,False,,0,prefill,ok,,1766547425.500063,17,0,7.892399999946065,7.8008317947387695,34.99580000016067,34.967552185058594,207.1142578125,,96.08832,7.892399999946065,7.8008317947387695,17,2153.970908737035,,,,,,,
3,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,8,13,40,False,,0,kv_decode,ok,,1766547425.500063,17,8,7.892399999946065,7.8008317947387695,34.99580000016067,34.967552185058594,207.1142578125,,96.08832,34.99580000016067,34.967552185058594,8,228.59886043363122,,,,,,,
