task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,0,0,True,0,,prefill,ok,,1766549181.640857,19,19.4729,,657.7689,725.8139586206897,11.340843103448277,,0,64,6245.928500000446,6230.3272,5500.2763,stop,8000.0,19.4729,,19,975.7149679811431,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,0,1,True,0,,kv_decode,ok,,1766549181.640857,19,19.4729,,657.7689,725.8139586206897,11.340843103448277,,64,64,6245.928500000446,6230.3272,5500.2763,stop,8000.0,725.8139586206897,,64,88.17686576546868,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,0,2,True,0,,e2e_kv,ok,,1766549181.640857,19,19.4729,,657.7689,725.8139586206897,11.340843103448277,,64,64,6245.928500000446,6230.3272,5500.2763,stop,8000.0,745.2868586206897,,83,111.36651483914393,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,1,3,False,,0,prefill,ok,,1766549187.8869264,19,11.7867,,648.2933,727.9082666666667,11.373566666666667,,0,64,859.1462999993382,844.261,143.8104,stop,8000.0,11.7867,,19,1611.9863914412008,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,1,4,False,,0,kv_decode,ok,,1766549187.8869264,19,11.7867,,648.2933,727.9082666666667,11.373566666666667,,64,64,859.1462999993382,844.261,143.8104,stop,8000.0,727.9082666666667,,64,87.92316687523996,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,1,5,False,,0,e2e_kv,ok,,1766549187.8869264,19,11.7867,,648.2933,727.9082666666667,11.373566666666667,,64,64,859.1462999993382,844.261,143.8104,stop,8000.0,739.6949666666667,,83,112.20841527964973,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,2,6,False,,1,prefill,ok,,1766549188.7462034,19,12.0927,,647.3482,726.847101754386,11.356985964912282,,0,64,867.9105000001073,847.1316,148.1128,stop,8000.0,12.0927,,19,1571.1958454274065,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,2,7,False,,1,kv_decode,ok,,1766549188.7462034,19,12.0927,,647.3482,726.847101754386,11.356985964912282,,64,64,867.9105000001073,847.1316,148.1128,stop,8000.0,726.847101754386,,64,88.05153084537811,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,2,8,False,,1,e2e_kv,ok,,1766549188.7462034,19,12.0927,,647.3482,726.847101754386,11.356985964912282,,64,64,867.9105000001073,847.1316,148.1128,stop,8000.0,738.939801754386,,83,112.32308748688587,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,3,9,False,,2,prefill,ok,,1766549189.6158977,19,11.7376,,641.2389,719.9875368421052,11.249805263157894,,0,64,851.3029999994615,835.9083,136.5304,stop,8000.0,11.7376,,19,1618.729552889858,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,3,10,False,,2,kv_decode,ok,,1766549189.6158977,19,11.7376,,641.2389,719.9875368421052,11.249805263157894,,64,64,851.3029999994615,835.9083,136.5304,stop,8000.0,719.9875368421052,,64,88.89042757699198,,
0,short,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,8000.0,Summarize RLHF in one sentence.,31,64,3,11,False,,2,e2e_kv,ok,,1766549189.6158977,19,11.7376,,641.2389,719.9875368421052,11.249805263157894,,64,64,851.3029999994615,835.9083,136.5304,stop,8000.0,731.7251368421053,,83,113.43057088103028,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,4,12,True,0,,prefill,ok,,1766549190.4673257,9,312.8159999996569,,1137.1146000001318,,,,0,,,,,,45.1712,312.8159999996569,,9,28.77090685901575,,12764.581700000235
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,4,13,True,0,,kv_decode,ok,,1766549190.4673257,9,312.8159999996569,,1137.1146000001318,,,,64,,,,,,45.1712,1137.1146000001318,,64,56.2828056204648,,12764.581700000235
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,4,14,True,0,,e2e_kv,ok,,1766549190.4673257,9,312.8159999996569,,1137.1146000001318,,,,64,,,,,,45.1712,1449.9305999997887,,73,50.34723730915855,,12764.581700000235
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,5,15,False,,0,prefill,ok,,1766549204.7002115,9,20.518799999990733,,1013.403300000391,,,,0,,,,,,45.1712,20.518799999990733,,9,438.62214164590836,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,5,16,False,,0,kv_decode,ok,,1766549204.7002115,9,20.518799999990733,,1013.403300000391,,,,64,,,,,,45.1712,1013.403300000391,,64,63.15353423456911,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,5,17,False,,0,e2e_kv,ok,,1766549204.7002115,9,20.518799999990733,,1013.403300000391,,,,64,,,,,,45.1712,1033.9221000003818,,73,70.60493242186529,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,6,18,False,,1,prefill,ok,,1766549205.734616,9,18.244899999444897,,860.1080999997066,,,,0,,,,,,45.1712,18.244899999444897,,9,493.28853544134665,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,6,19,False,,1,kv_decode,ok,,1766549205.734616,9,18.244899999444897,,860.1080999997066,,,,64,,,,,,45.1712,860.1080999997066,,64,74.40925158130918,,
1,short,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Summarize RLHF in one sentence.,31,64,6,20,False,,1,e2e_kv,ok,,1766549205.734616,9,18.244899999444897,,860.1080999997066,,,,64,,,,,,45.1712,878.3529999991515,,73,83.11009355016778,,
