task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,0,True,0,,prefill,ok,,1766546773.2028332,46,22.2823,,358.2837,358.2837,11.196365625,,0,32,6970.548599999802,6967.4095,6548.8437,length,7600.0,22.2823,,46,2064.418843656176,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,1,True,0,,kv_decode,ok,,1766546773.2028332,46,22.2823,,358.2837,358.2837,11.196365625,,32,32,6970.548599999802,6967.4095,6548.8437,length,7600.0,358.2837,,32,89.31469670543204,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,0,2,True,0,,e2e_kv,ok,,1766546773.2028332,46,22.2823,,358.2837,358.2837,11.196365625,,32,32,6970.548599999802,6967.4095,6548.8437,length,7600.0,380.56600000000003,,78,204.95787852829733,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,3,False,,0,prefill,ok,,1766546780.173544,46,11.7892,,358.5185,358.5185,11.203703125,,0,32,541.5389999998297,524.142,122.6279,length,7600.0,11.7892,,46,3901.8762935568147,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,4,False,,0,kv_decode,ok,,1766546780.173544,46,11.7892,,358.5185,358.5185,11.203703125,,32,32,541.5389999998297,524.142,122.6279,length,7600.0,358.5185,,32,89.2562029574485,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,5,False,,0,e2e_kv,ok,,1766546780.173544,46,11.7892,,358.5185,358.5185,11.203703125,,32,32,541.5389999998297,524.142,122.6279,length,7600.0,370.3077,,78,210.63564165692475,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,6,False,,1,prefill,ok,,1766546780.7151945,46,12.0347,,358.9841,358.9841,11.218253125,,0,32,545.2752999999575,525.7368,122.6825,length,7600.0,12.0347,,46,3822.2805720125966,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,7,False,,1,kv_decode,ok,,1766546780.7151945,46,12.0347,,358.9841,358.9841,11.218253125,,32,32,545.2752999999575,525.7368,122.6825,length,7600.0,358.9841,,32,89.14043825339338,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,2,8,False,,1,e2e_kv,ok,,1766546780.7151945,46,12.0347,,358.9841,358.9841,11.218253125,,32,32,545.2752999999575,525.7368,122.6825,length,7600.0,371.0188,,78,210.2319343386373,,
0,medium,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Explain how backpressure works in an inference service and when to enable queueing.,83,32,3,9,False,,2,prefill,ok,,1766546781.2610233,46,11.6372,,359.5603,359.5603,11.236259375,,0,32,537.1214000001601,533.4573,127.9428,length,7600.0,11.6372,,46,3952.840889561063,,
