task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,gen_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gpu_peak_mb,hf_load_ms,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens,kv_decode_ms_equiv,kv_decode_ms_per_token,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,0,0,True,0,,prefill,ok,,1766554297.4727173,1,17,17,32,153.89040000081877,,887.5167000005604,,,7682.005299999219,45.1712,153.89040000081877,,17,110.46822933665486,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,0,1,True,0,,kv_decode,ok,,1766554297.4727173,1,17,17,32,153.89040000081877,,887.5167000005604,,,7682.005299999219,45.1712,887.5167000005604,,32,36.055659572354855,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,0,2,True,0,,e2e_kv,ok,,1766554297.4727173,1,17,17,32,153.89040000081877,,887.5167000005604,,,7682.005299999219,45.1712,1041.4071000013791,,49,47.0517245368647,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,1,3,False,,0,prefill,ok,,1766554306.206902,1,17,17,32,48.6799999998766,,837.0512000001327,,,,45.1712,48.6799999998766,,17,349.2193919482969,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,1,4,False,,0,kv_decode,ok,,1766554306.206902,1,17,17,32,48.6799999998766,,837.0512000001327,,,,45.1712,837.0512000001327,,32,38.22944163988407,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,1,5,False,,0,e2e_kv,ok,,1766554306.206902,1,17,17,32,48.6799999998766,,837.0512000001327,,,,45.1712,885.7312000000093,,49,55.32152418250536,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,2,6,False,,1,prefill,ok,,1766554307.0937266,1,17,17,32,32.79120000115654,,523.0212999995274,,,,45.1712,32.79120000115654,,17,518.4317743602068,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,2,7,False,,1,kv_decode,ok,,1766554307.0937266,1,17,17,32,32.79120000115654,,523.0212999995274,,,,45.1712,523.0212999995274,,32,61.18297667806056,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,2,8,False,,1,e2e_kv,ok,,1766554307.0937266,1,17,17,32,32.79120000115654,,523.0212999995274,,,,45.1712,555.8125000006839,,49,88.15922635770103,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,3,9,False,,2,prefill,ok,,1766554307.6505208,1,17,17,32,31.930799999827286,,900.8964999993623,,,,45.1712,31.930799999827286,,17,532.40131785273,0,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,3,10,False,,2,kv_decode,ok,,1766554307.6505208,1,17,17,32,31.930799999827286,,900.8964999993623,,,,45.1712,900.8964999993623,,32,35.52017351607277,32,,,,,,,
0,medium,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Explain how backpressure works in an inference service and when to enable queueing.,83,32,1,3,11,False,,2,e2e_kv,ok,,1766554307.6505208,1,17,17,32,31.930799999827286,,900.8964999993623,,,,45.1712,932.8272999991896,,49,52.52847981619167,32,,,,,,,
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,4,12,True,0,,prefill,ok,,1766554308.5840282,1,,92,32,758.6186,,1191.0076,,,,20900.0,758.6186,,92,121.2730613248871,0,1191.0076,37.2189875,32,13118.274700000256,12988.537,10958.9278,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,4,13,True,0,,kv_decode,ok,,1766554308.5840282,1,,92,32,758.6186,,1191.0076,,,,20900.0,1191.0076,,32,26.8680065517634,32,1191.0076,37.2189875,32,13118.274700000256,12988.537,10958.9278,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,4,14,True,0,,e2e_kv,ok,,1766554308.5840282,1,,92,32,758.6186,,1191.0076,,,,20900.0,1949.6262,,124,63.601935591550834,32,1191.0076,37.2189875,32,13118.274700000256,12988.537,10958.9278,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,5,15,False,,0,prefill,ok,,1766554321.70244,1,,92,32,48.8241,,1367.1529,,,,20900.0,48.8241,,92,1884.3153278811078,0,1367.1529,42.723528125,32,1948.3531999994739,1926.1415,493.2088,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,5,16,False,,0,kv_decode,ok,,1766554321.70244,1,,92,32,48.8241,,1367.1529,,,,20900.0,1367.1529,,32,23.406306639147676,32,1367.1529,42.723528125,32,1948.3531999994739,1926.1415,493.2088,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,5,17,False,,0,e2e_kv,ok,,1766554321.70244,1,,92,32,48.8241,,1367.1529,,,,20900.0,1415.977,,124,87.57204389619322,32,1367.1529,42.723528125,32,1948.3531999994739,1926.1415,493.2088,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,6,18,False,,1,prefill,ok,,1766554323.6514368,1,,92,32,49.1194,,1540.2998,,,,20900.0,49.1194,,92,1872.9870478873927,0,1540.2998,48.13436875,32,2053.816600000573,2027.8748,423.1499,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,6,19,False,,1,kv_decode,ok,,1766554323.6514368,1,,92,32,49.1194,,1540.2998,,,,20900.0,1540.2998,,32,20.77517636501673,32,1540.2998,48.13436875,32,2053.816600000573,2027.8748,423.1499,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,6,20,False,,1,e2e_kv,ok,,1766554323.6514368,1,,92,32,49.1194,,1540.2998,,,,20900.0,1589.4192,,124,78.01591927416001,32,1540.2998,48.13436875,32,2053.816600000573,2027.8748,423.1499,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,7,21,False,,2,prefill,ok,,1766554325.705375,1,,92,32,65.9739,,1494.6699,,,,20900.0,65.9739,,92,1394.4908516852877,0,1494.6699,46.708434375,32,2025.1697000003333,2004.1022,433.0687,length
1,short,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Summarize RLHF in one sentence.,31,32,1,7,22,False,,2,kv_decode,ok,,1766554325.705375,1,,92,32,65.9739,,1494.6699,,,,20900.0,1494.6699,,32,21.409409529154228,32,1494.6699,46.708434375,32,2025.1697000003333,2004.1022,433.0687,length
